pncp,orgao,assinatura,valor_global,duracao_dias,categoria,capital_social,idade_forn_anos,porte,simples,situacao_ativa,consorcio,razao_capital_valor,n_contratos_forn_dataset,n_termos_12m,rescindido_12m,acrescimo_12m,prazo_12m,label_adverso_12m,label_v1_sem_horizonte
00509018000113-2-000737/2025,TSE,2025-04-09,274981.73,91,Serviços,1500000,33.69,DEMAIS,,1,0,5.454908,2,1,0,0.0,0,0,0
00509018000113-2-000738/2025,TSE,2025-04-10,1920.0,61,Compras,100000,21.05,MICRO EMPRESA,1,1,0,52.083333,3,0,0,0.0,0,0,0
00509018000113-2-000745/2025,TSE,2025-04-10,3320.0,265,Serviços,70000,14.86,MICRO EMPRESA,1,1,0,21.084337,2,0,0,0.0,0,0,0
00509018000113-2-000746/2025,TSE,2025-04-10,712.5,80,Compras,30000,15.43,MICRO EMPRESA,1,1,0,42.105263,8,0,0,0.0,0,0,0
00509018000113-2-000765/2025,TSE,2025-04-07,19004.0,365,Serviços,3423447.2,31.17,DEMAIS,,1,0,180.143507,203,0,0,0.0,0,0,0
00509018000113-2-000621/2025,TSE,2025-03-31,496000.0,1825,Serviços,250000,22.39,EMPRESA DE PEQUENO PORTE,1,1,0,0.504032,3,1,0,0.0,0,0,0
00509018000113-2-000640/2025,TSE,2025-04-02,39060.0,61,Serviços,60000,30.28,MICRO EMPRESA,1,1,0,1.536098,1,0,0,0.0,0,0,0
00509018000113-2-000647/2025,TSE,2025-03-24,2690.0,280,Serviços,610000,11.86,MICRO EMPRESA,1,1,0,226.765799,46,0,0,0.0,0,0,0
00509018000113-2-000653/2025,TSE,2025-03-26,11130.0,364,Compras,150000,6.0,EMPRESA DE PEQUENO PORTE,1,1,0,13.477089,7,0,0,0.0,0,0,0
00509018000113-2-000672/2025,TSE,2025-04-03,23400.0,365,Serviços,100000,5.98,MICRO EMPRESA,1,1,0,4.273504,1,2,0,0.0,365,0,0
00509018000113-2-000680/2025,TSE,2025-04-04,791.0,29,Compras,120000,8.36,EMPRESA DE PEQUENO PORTE,1,1,0,151.7067,9,0,0,0.0,0,0,0
00509018000113-2-000713/2025,TSE,2025-04-07,200520.0,268,Compras,50000,2.16,MICRO EMPRESA,1,1,0,0.249352,2,1,1,0.0,0,1,1
00509018000113-2-000714/2025,TSE,2025-04-04,199.0,91,Compras,50000,21.39,MICRO EMPRESA,0,1,0,251.256281,1,0,0,0.0,0,0,0
00509018000113-2-000715/2025,TSE,2025-04-04,822.0,271,Compras,300000,0.87,MICRO EMPRESA,0,1,0,364.963504,2,0,0,0.0,0,0,0
00509018000113-2-000722/2025,TSE,2025-04-08,440.0,29,Compras,200000,17.63,MICRO EMPRESA,1,1,0,454.545455,1,0,0,0.0,0,0,0
00509018000113-2-000735/2025,TSE,2025-03-25,9390.0,91,Compras,50000,0.9,MICRO EMPRESA,1,1,0,5.324814,1,1,1,0.0,0,1,1
00509018000113-2-000736/2025,TSE,2025-03-28,2390.0,91,Serviços,610000,11.87,MICRO EMPRESA,1,1,0,255.230126,46,0,0,0.0,0,0,0
00509018000113-2-000742/2025,TSE,2025-04-10,23610.0,264,Compras,800000,19.52,DEMAIS,,1,0,33.883947,8,0,0,0.0,0,0,0
00509018000113-2-000748/2025,TSE,2025-04-10,22500.0,265,Serviços,20000,22.21,EMPRESA DE PEQUENO PORTE,1,1,0,0.888889,7,0,0,0.0,0,0,0
00509018000113-2-000776/2025,TSE,2025-04-15,1243.5,78,Compras,10000,33.85,EMPRESA DE PEQUENO PORTE,1,1,0,8.041817,11,0,0,0.0,0,0,0
00509018000113-2-000778/2025,TSE,2025-04-15,460.0,43,Serviços,50000,2.34,MICRO EMPRESA,1,1,0,108.695652,8,0,0,0.0,0,0,0
00509018000113-2-000791/2025,TSE,2025-04-22,35700.0,352,Serviços,100000,28.27,DEMAIS,0,1,0,2.80112,2,0,0,0.0,0,0,0
00509018000113-2-000792/2025,TSE,2025-04-16,15418.55,1826,Serviços,4000000,1.88,DEMAIS,,1,0,259.427767,1,0,0,0.0,0,0,0
00509018000113-2-000799/2025,TSE,2025-04-23,27891.49,365,Serviços,93700,8.13,MICRO EMPRESA,1,1,0,3.359448,2,2,0,0.0,365,0,0
00509018000113-2-000802/2025,TSE,2025-04-15,1830.48,19,Serviços,150000,20.66,EMPRESA DE PEQUENO PORTE,1,1,0,81.945719,1,0,0,0.0,0,0,0
00509018000113-2-000806/2025,TSE,2025-04-22,2750.0,29,Compras,5000,0.11,EMPRESA DE PEQUENO PORTE,1,1,0,1.818182,1,0,0,0.0,0,0,0
00509018000113-2-000810/2025,TSE,2025-04-14,10200.0,261,Serviços,205000,16.8,DEMAIS,,1,0,20.098039,33,0,0,0.0,0,0,0
00509018000113-2-000811/2025,TSE,2025-04-23,5700.0,365,Compras,110000,4.04,MICRO EMPRESA,1,1,0,19.298246,1,0,0,0.0,0,0,0
00509018000113-2-000815/2025,TSE,2025-04-22,7747.7,31,Compras,50000,1.55,MICRO EMPRESA,1,1,0,6.453528,1,0,0,0.0,0,0,0
00509018000113-2-000816/2025,TSE,2025-04-23,11960.0,366,Serviços,5000,19.3,DEMAIS,,1,0,0.41806,78,0,0,0.0,0,0,0
00509018000113-2-000818/2025,TSE,2025-04-15,1830.0,29,Compras,15000,1.16,MICRO EMPRESA,1,1,0,8.196721,1,0,0,0.0,0,0,0
00509018000113-2-000508/2025,TSE,2025-03-14,5000.0,90,Serviços,5000,14.5,MICRO EMPRESA,1,1,0,1.0,1,0,0,0.0,0,0,0
00509018000113-2-000509/2025,TSE,2024-12-05,51180.0,1460,Serviços,50000,29.51,MICRO EMPRESA,1,1,0,0.976944,1,0,0,0.0,0,0,0
00509018000113-2-000526/2025,TSE,2025-03-20,13975.0,365,Serviços,160000,15.24,EMPRESA DE PEQUENO PORTE,1,1,0,11.449016,13,0,0,0.0,0,0,0
00509018000113-2-000527/2025,TSE,2025-03-20,6250.0,365,Serviços,400000,15.01,MICRO EMPRESA,0,1,0,64.0,1,0,0,0.0,0,0,0
00509018000113-2-000551/2025,TSE,2025-03-24,29000.0,0,Serviços,110000,8.78,MICRO EMPRESA,1,1,0,3.793103,1,0,0,0.0,0,0,0
00509018000113-2-000552/2025,TSE,2025-03-24,1760.0,159,Serviços,3000000,16.97,DEMAIS,0,1,0,1704.545455,23,0,0,0.0,0,0,0
00509018000113-2-000556/2025,TSE,2025-03-25,3924.0,1,Serviços,9600,14.27,DEMAIS,,1,0,2.446483,1,0,0,0.0,0,0,0
00509018000113-2-000557/2025,TSE,2025-03-19,548.0,30,Compras,700000,31.24,DEMAIS,0,1,0,1277.372263,5,0,0,0.0,0,0,0
00509018000113-2-000558/2025,TSE,2025-03-19,21700.0,25,Compras,100000,10.81,MICRO EMPRESA,1,1,0,4.608295,8,0,0,0.0,0,0,0
00509018000113-2-000593/2025,TSE,2025-03-27,7396.0,279,Serviços,104500,14.47,EMPRESA DE PEQUENO PORTE,1,1,0,14.129259,1,0,0,0.0,0,0,0
00509018000113-2-000632/2025,TSE,2025-03-31,5820.0,4,Locação Imóveis,4000,9.73,MICRO EMPRESA,1,1,0,0.687285,1,0,0,0.0,0,0,0
00509018000113-2-000633/2025,TSE,2025-04-01,385000.0,1825,Serviços,215000,12.04,MICRO EMPRESA,1,1,0,0.558442,2,1,0,0.0,0,0,0
00509018000113-2-000634/2025,TSE,2025-04-01,370000.0,1825,Serviços,215000,12.04,MICRO EMPRESA,1,1,0,0.581081,2,1,0,0.0,0,0,0
00509018000113-2-000635/2025,TSE,2025-03-26,6333466.5,1825,Mão de Obra,4423444,42.92,MICRO EMPRESA,0,1,0,0.698424,2,8,0,0.0,0,0,0
00509018000113-2-000679/2025,TSE,2025-04-03,3840.0,365,Compras,110000,16.76,MICRO EMPRESA,1,1,0,28.645833,8,0,0,0.0,0,0,0
00509018000113-2-000686/2025,TSE,2025-04-03,11463.75,335,Serviços,10000,21.19,DEMAIS,,1,0,0.872315,1,1,0,0.0,365,0,0
00509018000113-2-000724/2025,TSE,2025-04-04,52272.0,20,Compras,1000,0.22,MICRO EMPRESA,1,1,0,0.019131,2,0,0,0.0,0,0,0
00509018000113-2-000725/2025,TSE,2025-03-20,5500.0,68,Compras,300000,10.54,EMPRESA DE PEQUENO PORTE,1,1,0,54.545455,15,0,0,0.0,0,0,0
00509018000113-2-000754/2025,TSE,2025-01-10,356549.76,730,Informática (TIC),100000,17.69,DEMAIS,,1,0,0.280466,11,1,0,0.0,0,0,0
00509018000113-2-000755/2025,TSE,2025-04-14,9578.0,79,Compras,400000,3.92,MICRO EMPRESA,1,1,0,41.762372,1,0,0,0.0,0,0,0
00509018000113-2-000756/2025,TSE,2025-04-08,6507.5,91,Serviços,1000,4.48,MICRO EMPRESA,1,1,0,0.153669,1,0,0,0.0,0,0,0
00509018000113-2-000768/2025,TSE,2025-04-10,849750.0,1826,Serviços,30374716,3.49,DEMAIS,0,1,0,35.745473,10,0,0,0.0,0,0,0
00509018000113-2-000793/2025,TSE,2025-04-11,7722.63,365,Compras,150000,4.72,EMPRESA DE PEQUENO PORTE,1,1,0,19.423435,1,0,0,0.0,0,0,0
00509018000113-2-000794/2025,TSE,2025-04-22,1080.0,16,Serviços,100000,15.06,EMPRESA DE PEQUENO PORTE,1,1,0,92.592593,10,0,0,0.0,0,0,0
00509018000113-2-000795/2025,TSE,2025-04-11,5720.0,365,Compras,1000000,4.01,EMPRESA DE PEQUENO PORTE,1,1,0,174.825175,1,0,0,0.0,0,0,0
00509018000113-2-000796/2025,TSE,2025-04-22,62444.0,730,Serviços,400000,9.69,EMPRESA DE PEQUENO PORTE,0,1,0,6.40574,2,1,0,0.0232,0,0,0
00509018000113-2-000823/2025,TSE,2025-04-23,4670.0,29,Serviços,450000,17.41,EMPRESA DE PEQUENO PORTE,1,1,0,96.359743,10,0,0,0.0,0,0,0
00509018000113-2-000846/2025,TSE,2025-04-24,60118.96,122,Compras,500000,0.79,DEMAIS,0,1,0,8.316844,6,0,0,0.0,0,0,0
00509018000113-2-000847/2025,TSE,2025-04-24,10430.0,122,Compras,93700,8.64,EMPRESA DE PEQUENO PORTE,1,1,0,8.983701,2,0,0,0.0,0,0,0
00509018000113-2-000848/2025,TSE,2025-04-28,323.0,247,Compras,150000,2.23,MICRO EMPRESA,1,1,0,464.396285,12,0,0,0.0,0,0,0
00509018000113-2-000860/2025,TSE,2025-04-24,74125.0,250,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-000861/2025,TSE,2025-04-24,14825.0,250,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-000862/2025,TSE,2025-04-02,7500.0,365,Serviços,169112240,22.12,DEMAIS,,1,0,22548.298667,62,0,0,0.0,0,0,0
00509018000113-2-000865/2025,TSE,2025-04-28,11988.0,247,Serviços,30000,17.6,EMPRESA DE PEQUENO PORTE,0,1,0,2.502503,90,0,0,0.0,0,0,0
00509018000113-2-000872/2025,TSE,2025-04-25,658.0,365,Serviços,200000,17.58,MICRO EMPRESA,0,1,0,303.951368,63,0,0,0.0,0,0,0
00509018000113-2-000702/2025,TSE,2025-04-07,5825.0,91,Serviços,0,53.87,DEMAIS,,1,0,,123,0,0,0.0,0,0,0
00509018000113-2-000703/2025,TSE,2025-04-07,4489.0,31,Compras,200000,21.71,MICRO EMPRESA,1,1,0,44.553353,17,0,0,0.0,0,0,0
00509018000113-2-000704/2025,TSE,2025-03-25,3188.0,30,Compras,50000,0.72,MICRO EMPRESA,1,1,0,15.683814,3,0,0,0.0,0,0,0
00509018000113-2-000821/2025,TSE,2025-04-14,117000.0,1826,Serviços,2000,14.37,EMPRESA DE PEQUENO PORTE,1,1,0,0.017094,3,1,0,0.0,0,0,0
00509018000113-2-000834/2025,TSE,2025-04-22,3883.9,50,Compras,80000,0.96,MICRO EMPRESA,1,1,0,20.597853,1,0,0,0.0,0,0,0
00509018000113-2-000732/2025,TSE,2025-04-08,253.5,267,Compras,20000,3.97,EMPRESA DE PEQUENO PORTE,1,1,0,78.895464,1,0,0,0.0,0,0,0
00509018000113-2-000733/2025,TSE,2025-04-08,2940.0,267,Compras,160000,0.95,MICRO EMPRESA,1,1,0,54.421769,1,0,0,0.0,0,0,0
00509018000113-2-000734/2025,TSE,2025-04-08,2580.0,267,Compras,150000,12.36,EMPRESA DE PEQUENO PORTE,1,1,0,58.139535,1,1,1,0.0,0,1,1
00509018000113-2-000747/2025,TSE,2025-04-09,47600.0,22,Serviços,40000,5.69,EMPRESA DE PEQUENO PORTE,1,1,0,0.840336,71,0,0,0.0,0,0,0
00509018000113-2-000766/2025,TSE,2025-04-11,609.0,90,Serviços,200000,15.63,MICRO EMPRESA,1,1,0,328.407225,86,0,0,0.0,0,0,0
00509018000113-2-000767/2025,TSE,2025-04-11,2730.0,90,Serviços,200000,15.63,MICRO EMPRESA,1,1,0,73.260073,86,0,0,0.0,0,0,0
00509018000113-2-000771/2025,TSE,2025-04-11,978.0,365,Serviços,1290000,13.36,EMPRESA DE PEQUENO PORTE,0,1,0,1319.018405,22,0,0,0.0,0,0,0
00509018000113-2-000777/2025,TSE,2025-04-15,260.6,78,Compras,50000,5.14,MICRO EMPRESA,1,1,0,191.864927,5,0,0,0.0,0,0,0
00509018000113-2-000788/2025,TSE,2025-04-15,33608.0,61,Serviços,0,31.23,DEMAIS,,1,0,,4,0,0,0.0,0,0,0
00509018000113-2-000789/2025,TSE,2025-04-02,2388.0,61,Serviços,100000,16.12,MICRO EMPRESA,0,1,0,41.876047,3,0,0,0.0,0,0,0
00509018000113-2-000807/2025,TSE,2025-04-10,858.43,180,Serviços,120000,33.83,EMPRESA DE PEQUENO PORTE,1,1,0,139.790082,20,0,0,0.0,0,0,0
00509018000113-2-000808/2025,TSE,2025-04-23,76867.35,61,Serviços,800000,2.32,EMPRESA DE PEQUENO PORTE,1,1,0,10.40754,3,0,0,0.0,0,0,0
00509018000113-2-000809/2025,TSE,2025-04-22,13100.0,45,Compras,80000,58.66,MICRO EMPRESA,1,1,0,6.10687,3,0,0,0.0,0,0,0
00509018000113-2-000822/2025,TSE,2025-04-24,74817.77,365,Serviços de Saúde,600000,19.45,MICRO EMPRESA,0,1,0,8.019485,3,0,0,0.0,0,0,0
00509018000113-2-005937/2024,TSE,2024-05-22,1248.0,364,Serviços,80000,19.3,EMPRESA DE PEQUENO PORTE,0,1,0,64.102564,2,0,0,0.0,0,0,0
00509018000113-2-005938/2024,TSE,2024-03-14,1920.0,1,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-000827/2025,TSE,2025-04-03,18000.0,272,Serviços,100000,8.01,EMPRESA DE PEQUENO PORTE,1,1,0,5.555556,2,0,0,0.0,0,0,0
00509018000113-2-000828/2025,TSE,2025-04-14,18000.0,365,Serviços de Saúde,100000,8.04,EMPRESA DE PEQUENO PORTE,1,1,0,5.555556,2,1,0,0.0,365,0,0
00509018000113-2-000829/2025,TSE,2025-04-25,59220.0,35,Serviços,500000,11.02,MICRO EMPRESA,1,1,0,8.443094,5,0,0,0.0,0,0,0
00509018000113-2-000831/2025,TSE,2025-04-01,450.0,274,Serviços,30000,13.92,MICRO EMPRESA,1,1,0,66.666667,3,0,0,0.0,0,0,0
00509018000113-2-000832/2025,TSE,2025-04-24,8600.0,36,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-000833/2025,TSE,2025-04-08,34900.0,913,Serviços,500000,10.7,MICRO EMPRESA,0,1,0,14.326648,1,0,0,0.0,0,0,0
00509018000113-2-000835/2025,TSE,2025-04-23,8928.2,246,Serviços,50000,11.52,MICRO EMPRESA,1,1,0,5.600233,16,0,0,0.0,0,0,0
00509018000113-2-000837/2025,TSE,2025-04-21,4529.0,365,Serviços,1500000,33.27,DEMAIS,,1,0,331.19894,62,0,0,0.0,0,0,0
00509018000113-2-000838/2025,TSE,2025-04-25,402996.98,1826,Serviços,1000000,18.71,DEMAIS,0,1,0,2.481408,4,0,0,0.0,0,0,0
00509018000113-2-000839/2025,TSE,2025-04-15,15520.0,260,Serviços,1000,2.51,MICRO EMPRESA,,1,0,0.064433,2,0,0,0.0,0,0,0
00509018000113-2-000840/2025,TSE,2025-04-15,30026.24,251,Serviços,247585140,20.41,DEMAIS,,1,0,8245.625826,30,0,0,0.0,0,0,0
00509018000113-2-000849/2025,TSE,2025-04-10,3050.0,265,Compras,11000,13.68,DEMAIS,1,1,0,3.606557,36,0,0,0.0,0,0,0
00509018000113-2-000854/2025,TSE,2025-04-28,8520.0,247,Compras,50000,0.89,EMPRESA DE PEQUENO PORTE,1,1,0,5.868545,1,0,0,0.0,0,0,0
00509018000113-2-000678/2025,TSE,2025-04-02,10115.5,365,Serviços,70000,24.96,MICRO EMPRESA,1,1,0,6.920073,5,0,0,0.0,0,0,0
00509018000113-2-000750/2025,TSE,2025-04-10,10149.0,745,Serviços,600000,14.2,EMPRESA DE PEQUENO PORTE,0,1,0,59.119125,25,0,0,0.0,0,0,0
00509018000113-2-000751/2025,TSE,2025-03-26,56896.5,91,Serviços,600,11.17,DEMAIS,0,1,0,0.010545,1,0,0,0.0,0,0,0
00509018000113-2-000781/2025,TSE,2025-04-22,375.5,61,Compras,20000,7.2,MICRO EMPRESA,1,1,0,53.262317,9,0,0,0.0,0,0,0
00509018000113-2-000797/2025,TSE,2025-04-23,40130.51,365,Serviços,93700,8.13,MICRO EMPRESA,1,1,0,2.334882,2,2,0,0.0,365,0,0
00509018000113-2-000798/2025,TSE,2025-04-14,2080.0,19,Serviços,30000,28.45,EMPRESA DE PEQUENO PORTE,1,1,0,14.423077,3,0,0,0.0,0,0,0
00509018000113-2-000820/2025,TSE,2025-04-22,900.0,19,Serviços,30000,9.45,MICRO EMPRESA,1,1,0,33.333333,4,0,0,0.0,0,0,0
00509018000113-2-000855/2025,TSE,2025-04-24,1170.0,122,Compras,695000,6.1,MICRO EMPRESA,0,1,0,594.017094,3,0,0,0.0,0,0,0
00509018000113-2-000856/2025,TSE,2025-04-24,6253.6,122,Compras,1000000,23.62,DEMAIS,0,1,0,159.907893,45,0,0,0.0,0,0,0
00509018000113-2-000857/2025,TSE,2025-04-28,2520.0,30,Compras,500000,17.6,MICRO EMPRESA,1,1,0,198.412698,106,0,0,0.0,0,0,0
00509018000113-2-000858/2025,TSE,2025-04-24,2850.0,122,Compras,30000,3.46,MICRO EMPRESA,1,1,0,10.526316,3,0,0,0.0,0,0,0
00509018000113-2-000859/2025,TSE,2025-04-23,356000.0,149,Serviços,326350,10.65,EMPRESA DE PEQUENO PORTE,0,1,0,0.916713,8,3,0,0.0,546,1,1
00509018000113-2-000864/2025,TSE,2025-04-24,2182.6,180,Serviços,120000,33.86,EMPRESA DE PEQUENO PORTE,1,1,0,54.980299,20,0,0,0.0,0,0,0
00509018000113-2-000875/2025,TSE,2025-04-28,2350.0,247,Serviços,30000,10.2,MICRO EMPRESA,1,1,0,12.765957,43,0,0,0.0,0,0,0
00509018000113-2-000879/2025,TSE,2025-04-25,13130.0,127,Serviços,250000,11.13,EMPRESA DE PEQUENO PORTE,,1,0,19.040366,37,0,0,0.0,0,0,0
00509018000113-2-000880/2025,TSE,2025-04-29,488674.8,1826,Locação Imóveis,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-000892/2025,TSE,2025-04-29,7400.1,365,Serviços,150000,2.72,EMPRESA DE PEQUENO PORTE,1,1,0,20.269996,6,0,0,0.0,0,0,0
00509018000113-2-000893/2025,TSE,2025-04-28,168.2,32,Serviços,50000,5.0,MICRO EMPRESA,1,1,0,297.265161,15,0,0,0.0,0,0,0
00509018000113-2-000897/2025,TSE,2025-04-29,641987.9,730,Serviços,150000,28.15,MICRO EMPRESA,1,1,0,0.233649,1,0,0,0.0,0,0,0
00509018000113-2-000900/2025,TSE,2025-04-30,180000.0,1825,Locação Imóveis,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-000901/2025,TSE,2025-04-28,1695831.2,1826,Serviços,635000,16.65,MICRO EMPRESA,,1,0,0.374448,1,2,0,0.0,0,0,0
00509018000113-2-000902/2025,TSE,2025-04-08,63605.52,364,Mão de Obra,1500000,10.13,DEMAIS,0,1,0,23.582859,2,3,0,0.0743,91,0,0
00509018000113-2-000909/2025,TSE,2025-04-29,2450.0,29,Serviços,60000,32.37,MICRO EMPRESA,1,1,0,24.489796,7,0,0,0.0,0,0,0
00509018000113-2-000916/2025,TSE,2025-04-29,2340.0,30,Compras,500000,17.61,MICRO EMPRESA,1,1,0,213.675214,106,0,0,0.0,0,0,0
00509018000113-2-000917/2025,TSE,2025-04-29,1800.0,30,Compras,500000,17.61,MICRO EMPRESA,1,1,0,277.777778,106,0,0,0.0,0,0,0
00509018000113-2-000918/2025,TSE,2025-04-30,1080.0,30,Compras,500000,17.61,MICRO EMPRESA,1,1,0,462.962963,106,0,0,0.0,0,0,0
00509018000113-2-000920/2025,TSE,2025-04-28,24519.0,365,Compras,1800000,8.41,EMPRESA DE PEQUENO PORTE,0,1,0,73.412456,6,0,0,0.0,0,0,0
00509018000113-2-000921/2025,TSE,2025-05-05,27721.4,365,Serviços,90000,13.24,EMPRESA DE PEQUENO PORTE,1,1,0,3.246589,2,1,0,0.0,1122,1,1
00509018000113-2-000922/2025,TSE,2025-04-24,15390.0,91,Serviços,10000,2.09,MICRO EMPRESA,1,1,0,0.649773,11,0,0,0.0,0,0,0
00509018000113-2-000929/2025,TSE,2025-05-02,3720.0,29,Compras,50000,4.07,MICRO EMPRESA,1,1,0,13.44086,5,1,0,0.2661,30,1,1
00509018000113-2-000930/2025,TSE,2025-03-21,3570.0,365,Compras,290000,1.37,MICRO EMPRESA,1,1,0,81.232493,1,0,0,0.0,0,0,0
00509018000113-2-000933/2025,TSE,2025-05-06,158993.53,365,Serviços,1000000,1.2,MICRO EMPRESA,0,1,0,6.289564,1,0,0,0.0,0,0,0
00509018000113-2-000942/2025,TSE,2025-05-05,132.0,32,Compras,5000,9.33,EMPRESA DE PEQUENO PORTE,1,1,0,37.878788,14,0,0,0.0,0,0,0
00509018000113-2-000943/2025,TSE,2025-04-25,7539.0,21,Compras,500000,10.72,EMPRESA DE PEQUENO PORTE,1,1,0,66.321793,13,0,0,0.0,0,0,0
00509018000113-2-000944/2025,TSE,2025-04-25,8429.7,26,Compras,100000,34.51,EMPRESA DE PEQUENO PORTE,1,1,0,11.862818,4,0,0,0.0,0,0,0
00509018000113-2-000804/2025,TSE,2025-04-15,276000.0,1826,Locação Imóveis,,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-000805/2025,TSE,2025-04-11,210900.0,233,Serviços,10000,9.72,MICRO EMPRESA,1,1,0,0.047416,1,0,0,0.0,0,0,0
00509018000113-2-000830/2025,TSE,2025-04-01,4550.0,274,Serviços,30000,13.92,MICRO EMPRESA,1,1,0,6.593407,3,0,0,0.0,0,0,0
00509018000113-2-000873/2025,TSE,2025-04-25,1285.2,365,Serviços,30000,8.02,MICRO EMPRESA,1,1,0,23.34267,7,1,1,0.0,0,1,1
00509018000113-2-000874/2025,TSE,2025-04-25,2080.0,19,Serviços,30000,28.48,EMPRESA DE PEQUENO PORTE,1,1,0,14.423077,3,0,0,0.0,0,0,0
00509018000113-2-000883/2025,TSE,2025-04-29,7380.0,364,Serviços,250000,11.14,EMPRESA DE PEQUENO PORTE,,1,0,33.875339,37,0,0,0.0,0,0,0
00509018000113-2-000884/2025,TSE,2025-04-23,11873.4,364,Informática (TIC),1786196100,57.82,DEMAIS,,1,0,150436.783061,59,1,0,0.0,365,0,0
00509018000113-2-000885/2025,TSE,2025-04-28,2350.0,247,Serviços,30000,10.2,MICRO EMPRESA,1,1,0,12.765957,43,0,0,0.0,0,0,0
00509018000113-2-000886/2025,TSE,2025-04-28,1440.0,32,Compras,500000,17.6,MICRO EMPRESA,1,1,0,347.222222,106,0,0,0.0,0,0,0
00509018000113-2-000887/2025,TSE,2025-04-28,1440.0,31,Compras,500000,17.6,MICRO EMPRESA,1,1,0,347.222222,106,0,0,0.0,0,0,0
00509018000113-2-000888/2025,TSE,2025-04-29,12618.64,30,Serviços,50000,11.54,MICRO EMPRESA,1,1,0,3.962392,16,0,0,0.0,0,0,0
00509018000113-2-000889/2025,TSE,2025-04-29,2258.05,61,Compras,800000,2.33,EMPRESA DE PEQUENO PORTE,1,1,0,354.287992,3,0,0,0.0,0,0,0
00509018000113-2-000800/2025,TSE,2025-04-22,24289.95,61,Obras,4000000,9.77,DEMAIS,0,1,0,164.677161,8,2,0,0.0,155,0,0
00509018000113-2-000819/2025,TSE,2025-04-15,7233.0,29,Compras,300000,4.37,EMPRESA DE PEQUENO PORTE,1,1,0,41.476566,3,0,0,0.0,0,0,0
00509018000113-2-000845/2025,TSE,2025-04-24,799.0,122,Compras,100000,0.81,MICRO EMPRESA,1,1,0,125.156446,4,0,0,0.0,0,0,0
00509018000113-2-000863/2025,TSE,2025-04-23,2275267.91,1096,Informática (TIC),,,,,0,0,,0,0,0,0.0,0,0,0
00509018000113-2-000868/2025,TSE,2025-04-23,3690.0,252,Serviços,610000,11.94,MICRO EMPRESA,1,1,0,165.311653,46,0,0,0.0,0,0,0
00509018000113-2-000869/2025,TSE,2025-04-28,1878970.14,1096,Serviços,175974900,25.45,DEMAIS,,1,0,93.654974,8,0,0,0.0,0,0,0
00509018000113-2-000870/2025,TSE,2025-04-25,208800.0,365,Informática (TIC),80000,9.68,EMPRESA DE PEQUENO PORTE,0,1,0,0.383142,14,2,0,0.0,365,0,0
00509018000113-2-000871/2025,TSE,2025-04-24,25060.0,94,Serviços,20000,9.05,MICRO EMPRESA,1,1,0,0.798085,12,0,0,0.0,0,0,0
00509018000113-2-000878/2025,TSE,2025-04-24,31200.0,363,Compras,15000,1.68,MICRO EMPRESA,0,1,0,0.480769,1,0,0,0.0,0,0,0
00509018000113-2-000898/2025,TSE,2025-04-24,43386.0,122,Compras,100000,6.0,EMPRESA DE PEQUENO PORTE,1,1,0,2.304891,1,0,0,0.0,0,0,0
00509018000113-2-000899/2025,TSE,2025-04-24,17520.0,122,Compras,200000,3.63,MICRO EMPRESA,1,1,0,11.415525,2,0,0,0.0,0,0,0
00509018000113-2-000903/2025,TSE,2025-04-14,475124.28,364,Mão de Obra,200000,7.33,MICRO EMPRESA,0,1,0,0.420942,1,1,0,0.0732,0,0,0
00509018000113-2-000910/2025,TSE,2025-05-02,24000.0,242,Serviços,105000,13.29,MICRO EMPRESA,,1,0,4.375,12,0,0,0.0,0,0,0
00509018000113-2-000914/2025,TSE,2025-04-29,2240.0,14,Serviços,10000,1.39,MICRO EMPRESA,1,1,0,4.464286,2,0,0,0.0,0,0,0
00509018000113-2-000915/2025,TSE,2025-04-30,748.0,245,Serviços,2000000,3.58,EMPRESA DE PEQUENO PORTE,0,1,0,2673.796791,49,0,0,0.0,0,0,0
00509018000113-2-000923/2025,TSE,2025-04-28,11990.42,365,Compras,30000,8.03,MICRO EMPRESA,1,1,0,2.501997,7,1,1,0.0,0,1,1
00509018000113-2-000924/2025,TSE,2025-04-25,9682.2,365,Compras,200000,21.75,MICRO EMPRESA,1,1,0,20.656462,17,0,0,0.0,0,0,0
00509018000113-2-000925/2025,TSE,2025-04-30,9618.35,365,Serviços de Engenharia,500000,19.22,DEMAIS,0,1,0,51.983968,1,0,0,0.0,0,0,0
00509018000113-2-000931/2025,TSE,2025-04-30,1285.5,245,Compras,220000,10.31,EMPRESA DE PEQUENO PORTE,1,1,0,171.139634,3,0,0,0.0,0,0,0
00509018000113-2-000852/2025,TSE,2025-04-28,16200.0,30,Compras,500000,17.6,MICRO EMPRESA,1,1,0,30.864198,106,0,0,0.0,0,0,0
