pncp,orgao,assinatura,valor_global,duracao_dias,categoria,capital_social,idade_forn_anos,porte,simples,situacao_ativa,consorcio,razao_capital_valor,n_contratos_forn_dataset,n_aditivos,rescindido,acrescimo_pct,prazo_extra_dias,label_desfecho_adverso
00531640000128-2-000163/2024,STF,2024-12-30,549998.0,364,Compras,200000,23.72,EMPRESA DE PEQUENO PORTE,1,1,0,0.363638,2,0,0,0.0,0,0
00531640000128-2-000003/2025,STF,2025-01-20,7500000.0,1825,Serviços,6949111300,19.39,DEMAIS,,1,0,926.548173,1,0,0,0.0,0,0
00531640000128-2-000004/2025,STF,2025-01-22,112107.0,1094,Serviços,100000,12.34,MICRO EMPRESA,1,1,0,0.892005,1,0,0,0.0,0,0
00531640000128-2-000006/2025,STF,2025-01-22,1500000.0,364,Serviços,1944674200,19.49,DEMAIS,,1,0,1296.449467,8,0,0,0.0,0,0
00531640000128-2-000007/2025,STF,2025-01-29,2450000.0,364,Serviços,1944674200,19.51,DEMAIS,,1,0,793.744571,8,0,0,0.0,0,0
00531640000128-2-000008/2025,STF,2025-01-29,3700000.0,364,Serviços,1944674200,19.51,DEMAIS,,1,0,525.587622,8,0,0,0.0,0,0
00531640000128-2-000010/2025,STF,2025-02-11,200000.0,18261,Serviços,2074068700,55.52,DEMAIS,,1,0,10370.3435,4,0,0,0.0,0,0
00531640000128-2-000012/2025,STF,2025-02-18,176400.0,729,Serviços,850000,13.4,DEMAIS,0,1,0,4.818594,5,0,0,0.0,0,0
00531640000128-2-000013/2025,STF,2025-02-25,295600.0,364,Serviços,1000,15.41,MICRO EMPRESA,1,1,0,0.003383,1,0,0,0.0,0,0
00531640000128-2-000014/2025,STF,2025-03-06,18000.0,364,Compras,1000000,7.54,MICRO EMPRESA,1,1,0,55.555556,1,0,0,0.0,0,0
00531640000128-2-000015/2025,STF,2025-03-20,5000.0,364,Serviços,5000,1.94,MICRO EMPRESA,1,1,0,1.0,1,0,0,0.0,0,0
00531640000128-2-000017/2025,STF,2025-04-08,688745.0,729,Compras,100000,2.96,EMPRESA DE PEQUENO PORTE,1,1,0,0.145192,1,4,0,1.4188,0,1
00531640000128-2-000018/2025,STF,2025-04-11,20000.0,729,Compras,100000,17.47,DEMAIS,0,1,0,5.0,8,0,0,0.0,0,0
00531640000128-2-000020/2025,STF,2025-04-15,44990.0,365,Serviços,1000000,13.85,MICRO EMPRESA,1,1,0,22.227162,3,0,1,0.0,0,1
00531640000128-2-000021/2025,STF,2025-04-15,0,1825,Serviços,2344020700,58.7,DEMAIS,,1,0,,4,0,0,0,0,0
00531640000128-2-000023/2025,STF,2025-04-30,30000.0,364,Compras,100000,5.54,MICRO EMPRESA,1,1,0,3.333333,6,0,0,0.0,0,0
00531640000128-2-000025/2025,STF,2025-05-16,685800.0,364,Compras,1000000,20.22,DEMAIS,,1,0,1.458151,3,0,0,0.0,0,0
00531640000128-2-000026/2025,STF,2025-05-23,3843350.95,637,Serviços,1000000,16.16,DEMAIS,0,1,0,0.26019,3,4,0,1.2231,0,1
00531640000128-2-000030/2025,STF,2025-05-27,21800.0,583,Serviços,0,58.28,DEMAIS,,1,0,,25,2,0,3.1923,0,1
00531640000128-2-000031/2025,STF,2025-06-03,63270.0,364,Cessão,200000,2.52,EMPRESA DE PEQUENO PORTE,1,1,0,3.161056,1,0,0,0.0,0,0
00531640000128-2-000033/2025,STF,2025-06-06,0,1825,Cessão,105300000000,54.34,DEMAIS,0,1,0,,20,0,0,0,0,0
00531640000128-2-000034/2025,STF,2025-06-06,4197200.0,364,Compras,2182500,22.74,DEMAIS,,1,0,0.51999,10,1,0,0.116,0,0
00531640000128-2-000036/2025,STF,2025-06-09,374900.0,364,Compras,210396200,58.81,DEMAIS,,1,0,561.206188,31,0,0,0.0,0,0
00531640000128-2-000037/2025,STF,2025-06-10,248096.24,364,Serviços,22260000,7.52,DEMAIS,,1,0,89.723246,3,0,0,0.0,0,0
00531640000128-2-000041/2025,STF,2025-06-27,16606.63,1095,Serviços,10000,16.27,MICRO EMPRESA,1,1,0,0.602169,3,0,0,0.0,0,0
00531640000128-2-000042/2025,STF,2025-06-30,19500.0,699,Serviços,5000,19.49,DEMAIS,,1,0,0.25641,78,1,0,0.0,0,0
00531640000128-2-000044/2025,STF,2025-07-04,870.0,728,Serviços,2000,9.91,MICRO EMPRESA,1,1,0,2.298851,5,2,0,1.4857,0,1
00531640000128-2-000045/2025,STF,2025-07-11,253689.0,113,Serviços,62500,8.42,EMPRESA DE PEQUENO PORTE,1,1,0,0.246365,3,0,1,0.0,0,1
00531640000128-2-000046/2025,STF,2025-07-22,10715287.5,1460,Compras,9083200,26.11,DEMAIS,,1,0,0.847686,1,0,0,0.0,0,0
00531640000128-2-000047/2025,STF,2025-07-25,54051.69,364,Serviços,10600,14.95,DEMAIS,,1,0,0.196109,7,0,0,0.0,0,0
00531640000128-2-000050/2025,STF,2025-08-08,17866.56,364,Serviços,60000,0.15,MICRO EMPRESA,1,1,0,3.358229,1,0,0,0.0,0,0
00531640000128-2-000051/2025,STF,2025-08-14,55860.0,505,Serviços,210000,6.89,MICRO EMPRESA,1,1,0,3.759398,1,1,0,0.0,0,0
00531640000128-2-000052/2025,STF,2025-08-16,2804503.66,179,Compras,,,,,0,0,,0,0,0,0.0,0,0
00531640000128-2-000058/2025,STF,2025-10-01,61600.0,729,Compras,150000,11.0,EMPRESA DE PEQUENO PORTE,1,1,0,2.435065,2,0,0,0.0,0,0
00531640000128-2-000059/2025,STF,2025-09-26,9260936.51,637,Mão de Obra,0,35.5,DEMAIS,,1,0,,2,5,0,0.0418,0,0
00531640000128-2-000129/2023,STF,2023-05-31,4297182.51,1554,Serviços,344790530,29.13,DEMAIS,,1,0,80.236418,10,0,0,0.0,0,0
00531640000128-2-000060/2025,STF,2025-10-09,14000.0,364,Serviços,50000,11.07,MICRO EMPRESA,1,1,0,3.571429,2,0,0,0.0,0,0
00531640000128-2-000061/2025,STF,2025-10-13,1345620.96,210,Compras,30000,42.36,DEMAIS,0,1,0,0.022295,2,0,0,0.0,0,0
00531640000128-2-000063/2025,STF,2025-10-30,227842.33,982,Serviços,800000,8.48,EMPRESA DE PEQUENO PORTE,1,1,0,3.5112,5,1,0,-0.1019,0,0
00531640000128-2-000064/2025,STF,2025-11-03,1683696.72,1095,Serviços,22836339000,33.53,DEMAIS,,1,0,13563.214045,25,0,0,0.0,0,0
00531640000128-2-000065/2025,STF,2025-11-10,1081504.44,1095,Compras,8000000,24.89,DEMAIS,,1,0,7.397103,45,0,0,0.0,0,0
00531640000128-2-000066/2025,STF,2025-11-10,1002902.0,1825,Compras,334601470,23.06,DEMAIS,,1,0,333.633266,2,0,0,0.0,0,0
00531640000128-2-000067/2025,STF,2025-11-04,41328.0,364,Compras,60000,25.72,MICRO EMPRESA,1,1,0,1.4518,6,0,0,0.0,0,0
00531640000128-2-000068/2025,STF,2025-11-10,8112186.07,1825,Compras,70000,12.63,DEMAIS,0,1,0,0.008629,2,1,0,0.0106,0,0
00531640000128-2-000069/2025,STF,2025-11-18,36000.0,364,Compras,150000,6.92,MICRO EMPRESA,1,1,0,4.166667,2,0,0,0.0,0,0
00531640000128-2-000070/2025,STF,2025-11-18,26375.0,364,Compras,100000,6.82,EMPRESA DE PEQUENO PORTE,1,1,0,3.791469,6,0,0,0.0,0,0
00531640000128-2-000071/2025,STF,2025-11-19,47000.0,364,Compras,10000,18.32,MICRO EMPRESA,1,1,0,0.212766,7,0,0,0.0,0,0
00531640000128-2-000072/2025,STF,2025-11-18,2500.0,364,Compras,200000,18.9,EMPRESA DE PEQUENO PORTE,1,1,0,80.0,4,0,0,0.0,0,0
00531640000128-2-000073/2025,STF,2025-11-19,977882.4,759,Serviços,8000000,24.92,DEMAIS,,1,0,8.180943,45,0,0,0.0,0,0
00531640000128-2-000074/2025,STF,2025-12-02,2187592.45,973,Compras,500000,26.03,DEMAIS,0,1,0,0.228562,3,0,0,0.0,0,0
00531640000128-2-000075/2025,STF,2025-12-02,134169.24,157,Serviços,22836339000,33.61,DEMAIS,,1,0,170205.473326,25,0,1,0.0,0,1
00531640000128-2-000076/2025,STF,2025-12-09,94975.0,364,Compras,4500000,10.87,DEMAIS,,1,0,47.38089,10,0,0,0.0,0,0
00531640000128-2-000078/2025,STF,2025-11-04,228600.0,1095,Compras,0,20.5,EMPRESA DE PEQUENO PORTE,1,1,0,,1,0,0,0.0,0,0
00531640000128-2-000079/2025,STF,2025-12-22,444295.6,150,Compras,10000,29.39,EMPRESA DE PEQUENO PORTE,1,1,0,0.022508,19,0,0,0.0,0,0
00531640000128-2-000080/2025,STF,2025-12-22,50200.0,66,Serviços,30000,18.25,EMPRESA DE PEQUENO PORTE,0,1,0,0.59761,90,0,0,0.0,0,0
00531640000128-2-000081/2025,STF,2025-12-15,1100.0,364,Compras,100000,5.25,MICRO EMPRESA,1,1,0,90.909091,2,0,0,0.0,0,0
00531640000128-2-000082/2025,STF,2025-12-12,11840.0,364,Compras,100000,14.43,EMPRESA DE PEQUENO PORTE,0,1,0,8.445946,2,0,0,0.0,0,0
00531640000128-2-000083/2025,STF,2025-12-12,18895.4,364,Compras,220000,15.21,MICRO EMPRESA,1,1,0,11.643045,8,0,0,0.0,0,0
00531640000128-2-000084/2025,STF,2025-12-15,600.0,364,Compras,50000,6.88,EMPRESA DE PEQUENO PORTE,0,1,0,83.333333,2,0,0,0.0,0,0
00531640000128-2-000085/2025,STF,2025-12-15,397.0,364,Compras,20000,6.88,MICRO EMPRESA,1,1,0,50.377834,1,0,0,0.0,0,0
00531640000128-2-000086/2025,STF,2025-12-17,15841.0,364,Compras,93700,8.7,EMPRESA DE PEQUENO PORTE,1,1,0,5.915031,2,0,0,0.0,0,0
00531640000128-2-000087/2025,STF,2025-12-15,424.45,364,Compras,460000,7.09,MICRO EMPRESA,1,1,0,1083.755448,10,0,0,0.0,0,0
00531640000128-2-000088/2025,STF,2025-12-22,2429722.0,1825,Compras,930607300,8.33,DEMAIS,,1,0,383.009785,27,0,0,0.0,0,0
00531640000128-2-000089/2025,STF,2025-12-17,23640.0,364,Compras,650000,8.65,DEMAIS,0,1,0,27.49577,4,0,0,0.0,0,0
00531640000128-2-000090/2025,STF,2025-11-24,4838.0,364,Compras,100000,2.93,MICRO EMPRESA,1,1,0,20.669698,5,0,0,0.0,0,0
00531640000128-2-000091/2025,STF,2025-12-11,10000.0,364,Compras,200000,18.96,EMPRESA DE PEQUENO PORTE,1,1,0,20.0,4,0,0,0.0,0,0
00531640000128-2-000092/2025,STF,2025-12-24,112000.0,1825,Compras,100000,7.0,MICRO EMPRESA,1,1,0,0.892857,2,0,0,0.0,0,0
00531640000128-2-000093/2025,STF,2025-12-09,8760.0,364,Compras,94000,20.26,EMPRESA DE PEQUENO PORTE,0,1,0,10.730594,2,0,0,0.0,0,0
00531640000128-2-000094/2025,STF,2025-12-15,33531.5,364,Compras,493808,23.74,DEMAIS,,1,0,14.72669,1,0,0,0.0,0,0
00531640000128-2-000095/2025,STF,2025-12-12,11596.0,364,Compras,20000,3.38,MICRO EMPRESA,1,1,0,1.724733,2,0,0,0.0,0,0
00531640000128-2-000096/2025,STF,2025-12-15,34220.0,364,Compras,100000,15.42,EMPRESA DE PEQUENO PORTE,1,1,0,2.922268,2,0,0,0.0,0,0
00531640000128-2-000097/2025,STF,2025-11-19,786600.0,1095,Compras,2300000,22.92,DEMAIS,,1,0,2.923977,1,0,0,0.0,0,0
00531640000128-2-000098/2025,STF,2025-12-11,12491.0,364,Compras,41500,45.2,EMPRESA DE PEQUENO PORTE,1,1,0,3.322392,2,0,0,0.0,0,0
00531640000128-2-000103/2025,STF,2026-01-08,8765.3,364,Compras,10000,42.52,DEMAIS,,1,0,1.140862,6,0,0,0.0,0,0
00531640000128-2-000107/2025,STF,2025-08-16,500000.04,364,Serviços,37999948,26.54,DEMAIS,,1,0,75.99989,1,0,0,0.0,0,0
00531640000128-2-000013/2026,STF,2026-05-11,36920.49,1095,Compras,56071418000,14.13,DEMAIS,,1,0,1518707.308597,5,0,0,0.0,0,0
00531640000128-2-000015/2026,STF,2026-05-13,424.45,364,Compras,460000,7.5,MICRO EMPRESA,1,1,0,1083.755448,10,0,0,0.0,0,0
00531640000128-2-000018/2026,STF,2026-03-26,11418446.6,1825,Serviços,3750000,11.73,DEMAIS,,1,0,0.328416,1,1,0,0.0035,0,0
00531640000128-2-000021/2026,STF,2026-05-28,602240.0,3044,Compras,2889417,3.5,DEMAIS,,1,0,4.797783,3,0,0,0.0,0,0
00531640000128-2-000022/2026,STF,2026-05-28,567000.0,1825,Compras,10276048,5.91,DEMAIS,,1,0,18.123541,1,0,0,0.0,0,0
00531640000128-2-000024/2026,STF,2026-06-15,464100.0,1825,Compras,2000000,9.0,DEMAIS,,1,0,4.309416,52,0,0,0.0,0,0
00531640000128-2-000035/2026,STF,2026-07-16,40000.0,364,Serviços,0,50.02,DEMAIS,,1,0,,1,0,0,0.0,0,0
00531640000128-2-000003/2026,STF,2026-03-05,17964.0,90,Compras,100000,4.04,MICRO EMPRESA,0,1,0,5.566689,1,0,0,0.0,0,0
00531640000128-2-000010/2026,STF,2026-04-17,33700.0,364,Compras,88000,13.14,EMPRESA DE PEQUENO PORTE,1,1,0,2.611276,24,0,0,0.0,0,0
00531640000128-2-000014/2026,STF,2026-05-11,94530.0,234,Serviços,1500000,34.32,DEMAIS,,1,0,15.867978,62,0,0,0.0,0,0
00531640000128-2-000027/2026,STF,2026-06-26,21600.0,364,Compras,150000,7.52,MICRO EMPRESA,1,1,0,6.944444,2,0,0,0.0,0,0
00531640000128-2-000028/2026,STF,2026-07-02,245250.0,364,Serviços,10000000,2.71,DEMAIS,0,1,0,40.77472,2,0,0,0.0,0,0
00531640000128-2-000029/2026,STF,2026-07-03,213000.0,364,Serviços,4500000,11.43,DEMAIS,,1,0,21.126761,10,0,0,0.0,0,0
00531640000128-2-000031/2026,STF,2026-07-06,1741032.35,364,Mão de Obra,5000000,41.79,DEMAIS,,1,0,2.871859,6,0,0,0.0,0,0
00531640000128-2-000102/2025,STF,2026-01-07,56772.0,90,Compras,300000,29.97,EMPRESA DE PEQUENO PORTE,1,1,0,5.284295,4,0,0,0.0,0,0
00531640000128-2-000104/2025,STF,2026-01-12,2022.0,364,Compras,100000,55.17,DEMAIS,,1,0,49.455984,10,0,0,0.0,0,0
00531640000128-2-000002/2026,STF,2026-01-30,5376.0,58,Serviços,50000,5.14,MICRO EMPRESA,1,1,0,9.300595,9,0,0,0.0,0,0
00531640000128-2-000004/2026,STF,2026-03-20,1595.0,364,Compras,200000,19.23,EMPRESA DE PEQUENO PORTE,1,1,0,125.39185,4,0,0,0.0,0,0
00531640000128-2-000005/2026,STF,2026-03-20,67455.0,364,Compras,650000,8.9,DEMAIS,0,1,0,9.636054,4,0,0,0.0,0,0
00531640000128-2-000008/2026,STF,2026-03-25,139560.0,364,Compras,1600000,7.42,DEMAIS,0,1,0,11.464603,2,0,0,0.0,0,0
00531640000128-2-000009/2026,STF,2026-03-25,52728.0,364,Compras,60000,26.1,MICRO EMPRESA,1,1,0,1.137915,6,1,0,0.0,0,0
00531640000128-2-000016/2026,STF,2026-05-13,11360.0,1095,Compras,99800,19.45,EMPRESA DE PEQUENO PORTE,1,1,0,8.785211,2,0,0,0.0,0,0
00531640000128-2-000017/2026,STF,2026-05-13,3559.4,1095,Compras,95400,24.8,EMPRESA DE PEQUENO PORTE,1,1,0,26.80227,3,0,0,0.0,0,0
00531640000128-2-000019/2026,STF,2026-05-19,956057.41,364,Serviços,866970,37.14,DEMAIS,,1,0,0.906818,2,0,0,0.0,0,0
00531640000128-2-000026/2026,STF,2026-06-23,959890.0,1947,Compras,4500000,29.84,DEMAIS,0,1,0,4.688037,1,0,0,0.0,0,0
00531640000128-2-000032/2026,STF,2026-07-06,21812090.5,730,Mão de Obra,24000000,11.53,EMPRESA DE PEQUENO PORTE,0,1,0,1.100307,1,0,0,0.0,0,0
00531640000128-2-000033/2026,STF,2026-07-13,25000.0,364,Serviços,10000,5.3,MICRO EMPRESA,1,1,0,0.4,2,0,0,0.0,0,0
00531640000128-2-000105/2025,STF,2025-12-19,587449438.66,1825,Serviços,0,0.03,DEMAIS,,1,1,,1,7,0,0.0067,0,0
00531640000128-2-000006/2026,STF,2026-03-24,23960.0,364,Compras,100000,6.44,MICRO EMPRESA,1,1,0,4.173623,6,0,0,0.0,0,0
00531640000128-2-000007/2026,STF,2026-03-24,222715.0,364,Compras,100000,7.16,EMPRESA DE PEQUENO PORTE,1,1,0,0.449004,6,0,0,0.0,0,0
00531640000128-2-000011/2026,STF,2026-05-04,70000.0,364,Compras,1000000,21.19,DEMAIS,,1,0,14.285714,3,0,0,0.0,0,0
00531640000128-2-000023/2026,STF,2026-06-15,462394.0,456,Compras,1400000,10.3,EMPRESA DE PEQUENO PORTE,1,1,0,3.027721,1,0,0,0.0,0,0
00531640000128-2-000036/2026,STF,2026-06-23,28091.88,182,Compras,930607300,8.83,DEMAIS,,1,0,33127.270229,27,0,0,0.0,0,0
00531640000128-2-000101/2025,STF,2025-12-29,1231650.0,367,Serviços,205000,6.53,DEMAIS,,1,0,0.166443,111,0,0,0.0,0,0
00531640000128-2-000001/2026,STF,2026-01-23,203102.84,150,Compras,100000,5.2,EMPRESA DE PEQUENO PORTE,1,1,0,0.492361,22,0,0,0.0,0,0
00531640000128-2-000106/2025,STF,2025-12-29,137000.0,242,Serviços,1500000,33.96,DEMAIS,,1,0,10.948905,62,0,0,0.0,0,0
00531640000128-2-000012/2026,STF,2026-05-07,10895.0,364,Serviços,50000,7.47,EMPRESA DE PEQUENO PORTE,1,1,0,4.589261,3,0,0,0.0,0,0
00531640000128-2-000020/2026,STF,2026-05-25,5150.0,1825,Compras,200000,7.58,MICRO EMPRESA,1,1,0,38.834951,2,0,0,0.0,0,0
00531640000128-2-000025/2026,STF,2026-06-23,449997.6,456,Compras,500000,40.93,DEMAIS,0,1,0,1.111117,1,0,0,0.0,0,0
00531640000128-2-000030/2026,STF,2026-07-06,736484.27,730,Serviços,3000000,15.81,DEMAIS,0,1,0,4.073407,4,0,0,0.0,0,0
00531640000128-2-000034/2026,STF,2026-07-15,3218350.0,1095,Serviços,8000000,25.57,DEMAIS,,1,0,2.485746,45,0,0,0.0,0,0
07421906000129-2-000006/2022,CNJ,2022-12-26,4249.98,89,Compras,120000,6.09,EMPRESA DE PEQUENO PORTE,1,1,0,28.235427,9,0,0,0.0,0,0
07421906000129-2-000007/2022,CNJ,2022-12-07,1958.48,364,Compras,105000,2.41,MICRO EMPRESA,1,1,0,53.613006,4,0,0,0.0,0,0
07421906000129-2-000008/2022,CNJ,2022-12-12,2795.92,364,Compras,105000,2.42,MICRO EMPRESA,1,1,0,37.554723,4,0,0,0.0,0,0
07421906000129-2-000009/2022,CNJ,2022-12-12,462.8,364,Compras,30000,1.76,EMPRESA DE PEQUENO PORTE,0,1,0,64.822818,1,0,0,0.0,0,0
07421906000129-2-000010/2022,CNJ,2022-12-07,815.68,364,Compras,100000,1.34,MICRO EMPRESA,1,1,0,122.597097,2,0,0,0.0,0,0
07421906000129-2-000003/2023,CNJ,2023-02-06,9945.54,364,Compras,100000,15.31,MICRO EMPRESA,1,1,0,10.054758,4,0,0,0.0,0,0
07421906000129-2-000004/2023,CNJ,2023-02-16,14200.0,89,Compras,110000,13.69,MICRO EMPRESA,0,0,0,7.746479,2,0,0,0.0,0,0
07421906000129-2-000006/2023,CNJ,2023-03-07,400.0,91,Compras,30000,1.26,DEMAIS,0,0,0,75.0,2,0,0,0.0,0,0
07421906000129-2-000007/2023,CNJ,2023-03-07,215.0,91,Compras,30000,1.26,DEMAIS,0,0,0,139.534884,2,0,0,0.0,0,0
07421906000129-2-000008/2023,CNJ,2023-03-09,16025.85,91,Compras,100000,11.27,EMPRESA DE PEQUENO PORTE,1,1,0,6.239919,1,0,0,0.0,0,0
07421906000129-2-000009/2023,CNJ,2023-03-10,27878.4,1826,Serviços,415097340,15.34,DEMAIS,,1,0,14889.568268,12,1,0,0.0,0,0
07421906000129-2-000010/2023,CNJ,2023-03-07,2280.0,365,Serviços,200000,23.97,EMPRESA DE PEQUENO PORTE,1,1,0,87.719298,1,0,0,0.0,0,0
07421906000129-2-000015/2023,CNJ,2023-03-30,25750.0,92,Compras,150000,0.7,MICRO EMPRESA,1,1,0,5.825243,9,0,0,0.0,0,0
07421906000129-2-000016/2023,CNJ,2023-03-31,55516.24,365,Serviços,28864060,38.32,DEMAIS,,1,0,519.921018,61,1,0,0.0,365,0
07421906000129-2-000026/2023,CNJ,2023-07-25,2684.37,365,Compras,50000,15.9,EMPRESA DE PEQUENO PORTE,1,1,0,18.626344,8,0,0,0.0,0,0
07421906000129-2-000027/2023,CNJ,2023-07-25,1156.01,365,Compras,50000,15.9,EMPRESA DE PEQUENO PORTE,1,1,0,43.252221,8,0,0,0.0,0,0
07421906000129-2-000039/2023,CNJ,2023-08-08,1626.77,366,Compras,50000,1.11,MICRO EMPRESA,0,0,0,30.735752,1,0,0,0.0,0,0
07421906000129-2-000040/2023,CNJ,2023-08-07,8316.05,366,Compras,50000,1.0,EMPRESA DE PEQUENO PORTE,,1,0,6.01247,1,0,0,0.0,0,0
07421906000129-2-000042/2023,CNJ,2023-08-31,11445.0,365,Serviços,10000,13.2,MICRO EMPRESA,1,1,0,0.873744,1,0,0,0.0,0,0
07421906000129-2-000045/2023,CNJ,2023-08-31,4990.0,122,Serviços,80000,8.11,DEMAIS,0,1,0,16.032064,2,0,0,0.0,0,0
07421906000129-2-000047/2023,CNJ,2023-09-15,3874.26,107,Compras,479050,14.25,EMPRESA DE PEQUENO PORTE,1,1,0,123.64942,2,0,0,0.0,0,0
07421906000129-2-000052/2023,CNJ,2023-09-21,24003.0,101,Serviços,30000,0.8,MICRO EMPRESA,1,1,0,1.249844,12,0,0,0.0,0,0
07421906000129-2-000055/2023,CNJ,2023-09-29,12980.0,366,Serviços,10000,3.25,MICRO EMPRESA,0,1,0,0.770416,1,0,0,0.0,0,0
07421906000129-2-000056/2023,CNJ,2023-09-29,9635.0,365,Serviços,5000,17.73,DEMAIS,,1,0,0.518941,78,2,0,0.0,731,1
07421906000129-2-000061/2023,CNJ,2023-10-20,73716.85,365,Serviços,2345043,57.16,DEMAIS,,1,0,31.811492,52,0,0,0.0,0,0
07421906000129-2-000063/2023,CNJ,2023-10-31,304428575.07,1157,Serviços,3000000,13.13,DEMAIS,0,1,0,0.009855,4,4,0,38.6964,0,1
07421906000129-2-000064/2023,CNJ,2023-11-07,15600.0,54,Serviços,93700,5.88,MICRO EMPRESA,1,1,0,6.00641,11,0,0,0.0,0,0
07421906000129-2-000001/2023,CNJ,2023-01-24,570.0,30,Compras,250000,16.09,MICRO EMPRESA,0,1,0,438.596491,2,0,0,0.0,0,0
07421906000129-2-000002/2023,CNJ,2023-02-16,9360.0,364,Serviços,4000000,27.36,DEMAIS,,1,0,427.350427,1,0,0,0.0,0,0
07421906000129-2-000020/2023,CNJ,2023-06-16,0,50,Serviços,0,18.46,DEMAIS,,1,0,,5,0,0,0,0,0
07421906000129-2-000021/2023,CNJ,2023-06-16,0,19,Serviços,0,18.46,DEMAIS,,1,0,,5,0,0,0,0,0
07421906000129-2-000028/2023,CNJ,2023-08-08,7668926.94,607,Serviços,10000000,43.14,DEMAIS,,0,0,1.303963,1,0,1,0.0,0,1
07421906000129-2-000029/2023,CNJ,2023-08-07,65979.1,365,Serviços,10600,12.99,DEMAIS,,1,0,0.160657,7,0,0,0.0,0,0
07421906000129-2-000030/2023,CNJ,2023-08-07,1402.55,366,Compras,50000,15.93,EMPRESA DE PEQUENO PORTE,1,1,0,35.649353,8,0,0,0.0,0,0
07421906000129-2-000031/2023,CNJ,2023-08-07,34810.23,365,Serviços,10600,12.99,DEMAIS,,1,0,0.304508,7,0,0,0.0,0,0
07421906000129-2-000032/2023,CNJ,2023-08-04,10560.0,365,Serviços,181000,3.92,DEMAIS,,1,0,17.140152,16,2,0,0.0,731,1
07421906000129-2-000033/2023,CNJ,2023-07-31,756.0,90,Compras,104500,3.01,MICRO EMPRESA,1,1,0,138.227513,2,0,0,0.0,0,0
07421906000129-2-000043/2023,CNJ,2023-09-06,11814.68,365,Serviços,3810299400,57.57,DEMAIS,,1,0,322505.510094,22,0,0,0.0,0,0
07421906000129-2-000044/2023,CNJ,2023-09-05,0,55,Serviços,,,,,0,0,,0,0,0,0,0,0
07421906000129-2-000046/2023,CNJ,2023-08-28,10990.0,125,Serviços,60000,11.09,DEMAIS,0,1,0,5.459509,1,0,0,0.0,0,0
07421906000129-2-000051/2023,CNJ,2023-09-19,11000.0,103,Serviços,0,27.93,DEMAIS,,1,0,,17,0,0,0.0,0,0
07421906000129-2-000011/2022,CNJ,2022-02-09,2338.8,364,Serviços,1860840100,14.34,DEMAIS,,1,0,795638.83188,7,0,0,0.0,0,0
07421906000129-2-000012/2022,CNJ,2022-02-09,377567.0,364,Serviços,0,54.98,DEMAIS,,1,0,,25,0,0,0.0,0,0
07421906000129-2-000013/2022,CNJ,2022-02-18,377618.0,364,Serviços,0,41.59,DEMAIS,,1,0,,6,0,0,0.0,0,0
07421906000129-2-000014/2022,CNJ,2022-03-21,377000.0,364,Serviços,0,23.68,DEMAIS,,1,0,,1,0,0,0.0,0,0
07421906000129-2-000005/2023,CNJ,2023-01-18,8499.0,58,Serviços,30000,1.34,MICRO EMPRESA,1,1,0,3.529827,1,0,0,0.0,0,0
07421906000129-2-000011/2023,CNJ,2023-01-27,2079.0,364,Serviços,200000,0.59,MICRO EMPRESA,0,1,0,96.200096,1,0,0,0.0,0,0
07421906000129-2-000012/2023,CNJ,2023-01-27,7150.0,364,Serviços,1400,31.48,MICRO EMPRESA,1,1,0,0.195804,3,0,0,0.0,0,0
07421906000129-2-000013/2023,CNJ,2023-01-27,12227.0,364,Serviços,1400,31.48,MICRO EMPRESA,1,1,0,0.114501,3,0,0,0.0,0,0
07421906000129-2-000018/2023,CNJ,2023-05-03,1284.7,365,Serviços,0,26.79,MICRO EMPRESA,1,1,0,,2,0,0,0.0,0,0
07421906000129-2-000014/2023,CNJ,2023-03-27,2620.8,365,Compras,20000,15.12,EMPRESA DE PEQUENO PORTE,1,1,0,7.631258,1,0,0,0.0,0,0
07421906000129-2-000019/2023,CNJ,2023-06-02,6238.88,365,Serviços,1900000,0.68,EMPRESA DE PEQUENO PORTE,0,1,0,304.541841,2,0,0,0.0,0,0
07421906000129-2-000022/2023,CNJ,2023-06-19,0,47,Serviços,,,,,0,0,,0,0,0,0,0,0
07421906000129-2-000050/2023,CNJ,2023-09-21,66720.0,365,Serviços,2500000,12.67,DEMAIS,,1,0,37.470024,19,0,0,0.0,0,0
07421906000129-2-000065/2023,CNJ,2023-11-07,6580.0,54,Serviços,30000,32.99,EMPRESA DE PEQUENO PORTE,0,1,0,4.559271,63,0,0,0.0,0,0
07421906000129-2-000067/2023,CNJ,2023-11-09,16215.0,52,Compras,700000,14.61,EMPRESA DE PEQUENO PORTE,1,1,0,43.169904,2,0,0,0.0,0,0
07421906000129-2-000069/2023,CNJ,2023-11-24,6000.0,37,Serviços,225000,17.92,DEMAIS,,1,0,37.5,21,0,0,0.0,0,0
07421906000129-2-000004/2024,CNJ,2024-01-25,4222841.16,730,Mão de Obra,3000000,13.36,DEMAIS,0,1,0,0.710422,4,2,0,2.1011,366,1
07421906000129-2-000006/2024,CNJ,2024-01-31,661864.6,366,Serviços,30374716,2.29,DEMAIS,0,1,0,45.892643,10,2,0,0.0,730,1
07421906000129-2-000007/2024,CNJ,2024-01-31,80960.0,366,Serviços,2000000,36.19,DEMAIS,0,1,0,24.703557,2,1,1,0.0,366,1
